X=1;#1_RESERVE ZZSEQ FAULT
X=9971;#9971_RESERVE ZZSEQ FAULT
X=7732;#7732_RESERVE ZZSEQ FAULT
X=7412;#7412_RESERVE ZZSEQ FAULT
X=993;#993_RESERVE ZZSEQ FAULT

X=9965;#9965_ZZROBOTTSALL TOOLSELECT R ROBOTT TOOL IN SELECTED

X=9966;#9966_RESERVE ZZSEQ FAULT
X=10003;#10003_RESERVE ZZSEQ FAULT
X=9968;#9968_ZZROBOTTSALL TOOLSELECT R ROBOTT TOOL IN SELECTED
X=10004;#10004_RESERVE ZZSEQ FAULT
X=9944;#9944_W CHG REPLACEMENT ELECTRODE


X=1306;#1306_RESERVE ZZSEQ FAULT
X=10002;#10002_RESERVE ZZSEQ FAULT
X=2656;#2656_R SERVP R MAINTENANCE POSITION
X=7522;#7522_MODULESTATUS ETHERNET CONTROLLER R FAIL ROBOT
X=1076;#1076_RESERVE ZZSEQ FAULT
X=9945;#9945_W CHG REPLACEMENT ELECTRODE
X=7594;#7594_RESERVE ZZSEQ FAULT
X=9948;#9948_W CHG REPLACEMENT ELECTRODE
X=10016;#10016_RESERVE ZZSEQ FAULT
X=9725;#9725_PROC W R RVZ FAILURE OF WELDING
X=10005;#10005_RESERVE ZZSEQ FAULT
X=10009;#10009_THE S STARTER BUTTON
X=10006;#10006_RESERVE ZZSEQ FAULT
X=9949;#9949_W CHG REPLACEMENT ELECTRODE
X=9720;#9720_PROC W R RVZ FAILURE OF WELDING
X=9950;#9950_W CHG REPLACEMENT ELECTRODE
X=9943;#9943_RESERVE ZZSEQ FAULT
X=1064;#1064_RESERVE ZZSEQ FAULT
X=2164;#2164_R R AREL AREA RELEASED
X=2895;#2895_W WEN R RVZ WITHOUT WELDING
X=7710;#7710_RESERVE ZZSEQ FAULT
X=7610;#7610_Q BREAKER PROTECTION CABINET OK
X=7163;#7163_THE S EMERGENCY STOP PV
X=7935;#7935_RESERVE ZZSEQ FAULT

X=1078;#1078_RESERVE ZZSEQ FAULT

X=7718;#7718_RESERVE ZZSEQ FAULT
X=10018;#10018_THE AWAITING RELEASE OPERATOR
X=7869;#7869_RESERVE ZZSEQ FAULT
X=2736;#2736_W KSR R RVZ SEMKSR
X=3025;#3025_RESERVE ZZSEQ FAULT
X=7826;#7826_RESERVE ZZSEQ FAULT
X=7538;#7538_XX R MODULESTATUS ETHERNET CONTROLLER FAILURE ROBOT
X=2096;#2096_RESERVE ZZSEQ FAULT
X=7698;#7698_RESERVE ZZSEQ FAULT
X=2217;#2217_R R AREL AREA RELEASED
X=10000;#10000_RESERVE ZZSEQ FAULT
X=10017;#10017_RESERVE ZZSEQ FAULT

X=9946;#9946_W CHG REPLACEMENT ELECTRODE

X=10010;#10010_RESERVE ZZSEQ FAULT
X=986;#986_RESERVE ZZSEQ FAULT
X=10013;#10013_RESERVE ZZSEQ FAULT
X=10007;#10007_ZZSEQ INPOS STN CORRECT THIS MODEL
X=10012;#10012_RESERVE ZZSEQ FAULT
X=947;#947_RESERVE ZZSEQ FAULT
X=2842;#2842_R RVZ AIR PRESSURE
X=3007;#3007_ZZSEQ INPOS STN CORRECT THIS MODEL

X=1054;#1054_RESERVE ZZSEQ FAULT
X=7461;#7461_RESERVE ZZSEQ FAULT
X=7429;#7429_R VM BYT DIAGNOSTIC OUTPUT SHORT CIRCUIT VALVE DETECTED
X=7765;#7765_RESERVE ZZSEQ FAULT

X=2988;#2988_RESERVE ZZSEQ FAULT
X=1094;#1094_RESERVE ZZSEQ FAULT

















































































































































































































































































































































































































































































































































































X=10014;#10014_RESERVE ZZSEQ FAULT
X=2747;#2747_W KSR R RVZ SEMKSR
X=983;#983_RESERVE ZZSEQ FAULT
X=3115;#3115_RESERVE ZZSEQ FAULT
X=5200;#5200_FAULT
X=1241;#1241_RESERVE ZZSEQ FAULT
X=1403;#1403_RESERVE ZZSEQ FAULT
X=2858;#2858_W R RVZ END END OF LIFE ELECTRODE
X=1989;#1989_R R RUN PROGRAM RUNNING
X=1600;#1600_RESERVE ZZSEQ FAULT
X=1230;#1230_RESERVE ZZSEQ FAULT
X=909;#909_RESERVE ZZSEQ FAULT
X=1192;#1192_RESERVE ZZSEQ FAULT
X=1086;#1086_RESERVE ZZSEQ FAULT
X=1004;#1004_RESERVE ZZSEQ FAULT
X=1176;#1176_RESERVE ZZSEQ FAULT
X=2859;#2859_W R RVZ END END OF LIFE ELECTRODE
X=1199;#1199_RESERVE ZZSEQ FAULT
X=3316;#3316_SPARE
X=2860;#2860_W R RVZ END END OF LIFE ELECTRODE
X=5155;#5155_FAULT
X=1084;#1084_RESERVE ZZSEQ FAULT
X=1405;#1405_RESERVE ZZSEQ FAULT
X=5152;#5152_FAULT
X=1100;#1100_RESERVE ZZSEQ FAULT
X=7241;#7241_RESERVE ZZSEQ FAULT
X=862;#862_RESERVE ZZSEQ FAULT
X=1071;#1071_RESERVE ZZSEQ FAULT
X=5194;#5194_FAULT
X=7258;#7258_RESERVE ZZSEQ FAULT
X=5219;#5219_FAULT
X=1043;#1043_RESERVE ZZSEQ FAULT
X=2565;#2565_R R JRDY WORK READY
X=7745;#7745_RESERVE ZZSEQ FAULT
X=5112;#5112_FAULT
X=10011;#10011_RESERVE ZZSEQ FAULT
X=5154;#5154_FAULT
X=5045;#5045_FAULT
X=785;#785_RESERVE ZZSEQ FAULT
X=1129;#1129_RESERVE ZZSEQ FAULT
X=1251;#1251_RESERVE ZZSEQ FAULT
X=1063;#1063_RESERVE ZZSEQ FAULT
X=1041;#1041_RESERVE ZZSEQ FAULT
X=7167;#7167_THE S EMERGENCY STOP PORTAO
X=8424;#8424_RESERVE ZZSEQ FAULT
X=501;#501_XX R MODULESTATUS ETHERNET CONTROLLER FAILURE ROBOT
X=956;#956_RESERVE ZZSEQ FAULT
X=2336;#2336_R TREQ TOOL R RELEASED
X=1082;#1082_RESERVE ZZSEQ FAULT
X=2690;#2690_W R RVZ TIMER RDY READY
X=2248;#2248_R R AREL AREA RELEASED
X=1038;#1038_RESERVE ZZSEQ FAULT
X=9907;#9907_R RVZ WITHOUT WELDING
X=9970;#9970_RESERVE ZZSEQ FAULT
X=9962;#9962_RESERVE ZZSEQ FAULT
X=193;#193_R LES THE EMERGENCY STOP ROBOT
X=9964;#9964_ZZROBOTTSALL TOOLSELECT R ROBOTT TOOL IN SELECTED
X=9967;#9967_RESERVE ZZSEQ FAULT
X=7795;#7795_RESERVE ZZSEQ FAULT
X=1292;#1292_RESERVE ZZSEQ FAULT
X=9969;#9969_ZZROBOTTSALL TOOLSELECT R ROBOTT TOOL IN SELECTED
X=10001;#10001_RESERVE ZZSEQ FAULT
X=10015;#10015_RESERVE ZZSEQ FAULT
X=9998;#9998_RESERVE ZZSEQ FAULT
X=9999;#9999_RESERVE ZZSEQ FAULT
X=2510;#2510_R R JRDY WORK READY
X=2857;#2857_W R RVZ END END OF LIFE ELECTRODE
X=782;#782_RESERVE ZZSEQ FAULT
X=7234;#7234_THE S THE SECURITY GATE CLOSED
X=5143;#5143_FAULT
X=2864;#2864_W R RVZ END END OF LIFE ELECTRODE
X=963;#963_RESERVE ZZSEQ FAULT
X=2512;#2512_R R JRDY WORK READY
X=7262;#7262_THE S THE SECURITY GATE RESET A
X=751;#751_RESERVE ZZSEQ FAULT
X=971;#971_RESERVE ZZSEQ FAULT
X=1153;#1153_RESERVE ZZSEQ FAULT
X=1359;#1359_RESERVE ZZSEQ FAULT
X=2067;#2067_R MAINTENANCE POSITION PURPOSE
X=1255;#1255_RESERVE ZZSEQ FAULT
X=2903;#2903_R RVZ WITHOUT WELDING
X=3111;#3111_RESERVE ZZSEQ FAULT
X=3110;#3110_ZZSEQ FWAITMANUAL MANUAL MODE
X=1114;#1114_RESERVE ZZSEQ FAULT
X=1201;#1201_RESERVE ZZSEQ FAULT
X=1351;#1351_RESERVE ZZSEQ FAULT
X=1259;#1259_RESERVE ZZSEQ FAULT
X=10034;#10034_RESERVE ZZSEQ FAULT
X=10035;#10035_RESERVE ZZSEQ FAULT
X=10021;#10021_THE AWAITING RELEASE OPERATOR
X=1227;#1227_RESERVE ZZSEQ FAULT
X=2795;#2795_R RVZ CALIPER TEMPERATURE EXCEEDED
X=10036;#10036_RESERVE ZZSEQ FAULT
X=10022;#10022_RESERVE ZZSEQ FAULT
X=10038;#10038_RESERVE ZZSEQ FAULT
X=10020;#10020_THE AWAITING RELEASE OPERATOR
X=10023;#10023_RESERVE ZZSEQ FAULT
X=7298;#7298_RESERVE ZZSEQ FAULT
X=10025;#10025_RESERVE ZZSEQ FAULT
X=10027;#10027_RESERVE ZZSEQ FAULT
X=10028;#10028_RESERVE ZZSEQ FAULT
X=10030;#10030_RESERVE ZZSEQ FAULT
X=10031;#10031_RESERVE ZZSEQ FAULT
X=10032;#10032_RESERVE ZZSEQ FAULT
X=10024;#10024_RESERVE ZZSEQ FAULT
X=10026;#10026_RESERVE ZZSEQ FAULT
X=10033;#10033_RESERVE ZZSEQ FAULT
X=7316;#7316_RESERVE ZZSEQ FAULT
X=5011;#5011_FAULT
X=10037;#10037_RESERVE ZZSEQ FAULT
X=10093;#10093_RESERVE ZZSEQ FAULT
X=10100;#10100_RESERVE ZZSEQ FAULT
X=3067;#3067_RESERVE ZZSEQ FAULT
X=7751;#7751_RESERVE ZZSEQ FAULT
X=3062;#3062_RESERVE ZZSEQ FAULT
X=1424;#1424_RESERVE ZZSEQ FAULT
X=3064;#3064_RESERVE ZZSEQ FAULT
X=3059;#3059_RESERVE ZZSEQ FAULT
X=3065;#3065_RESERVE ZZSEQ FAULT
X=3063;#3063_RESERVE ZZSEQ FAULT
X=7752;#7752_RESERVE ZZSEQ FAULT
X=3096;#3096_RESERVE ZZSEQ FAULT
X=3061;#3061_RESERVE ZZSEQ FAULT
X=1160;#1160_RESERVE ZZSEQ FAULT
X=3078;#3078_RESERVE ZZSEQ FAULT
X=1309;#1309_RESERVE ZZSEQ FAULT
X=3081;#3081_RESERVE ZZSEQ FAULT
X=8921;#8921_R R AUTO AUTOMATIC MODE
X=3084;#3084_RESERVE ZZSEQ FAULT
X=3075;#3075_RESERVE ZZSEQ FAULT
X=1108;#1108_RESERVE ZZSEQ FAULT
X=3104;#3104_ZZSEQ FLINECLEAR EMPTY LINE
X=3100;#3100_RESERVE ZZSEQ FAULT
X=10103;#10103_RESERVE ZZSEQ FAULT
X=3073;#3073_ZZSEQ AWAITING RELEASE TOOL FREE P B WELDING
X=10101;#10101_RESERVE ZZSEQ FAULT
X=3079;#3079_RESERVE ZZSEQ FAULT
X=3074;#3074_RESERVE ZZSEQ FAULT
X=3098;#3098_RESERVE ZZSEQ FAULT
X=3080;#3080_RESERVE ZZSEQ FAULT
X=10104;#10104_ZZSEQ FLINECLEAR EMPTY LINE
X=10102;#10102_RESERVE ZZSEQ FAULT
X=10106;#10106_ZZSEQ FSCYCLECOMPLETE NICO CYCLE COMPLETED
X=3072;#3072_ZZSEQ AWAITING RELEASE TOOL FREE P WELD
X=3083;#3083_ZZSEQ RELEASE TOOL RELEASED TO MOVE
X=5022;#5022_WITH NO R
X=10107;#10107_ZZSEQ FWAITSTEPSTART HOME CYCLE STEP BY STEP
X=10105;#10105_ZZSEQ FSEQCLEAR SEQUENCE EMPTY
X=3077;#3077_RESERVE ZZSEQ FAULT
X=646;#646_RESERVE ZZSEQ FAULT
X=2949;#2949_W CHG REPLACEMENT ELECTRODE
X=1221;#1221_RESERVE ZZSEQ FAULT
X=726;#726_RESERVE ZZSEQ FAULT
X=3170;#3170_THE R TIPDN EXCHANGE OF ELECTRODE
X=10108;#10108_ZZSEQ FWAITSEQSTART HOME ESTACAO
X=7331;#7331_THE K RELAY OUTPUT CONV UNLOAD
X=7089;#7089_RESERVE ZZSEQ FAULT
X=7329;#7329_RESERVE ZZSEQ FAULT
X=3364;#3364_ENABLE COMPLETE WELDING
X=854;#854_RESERVE ZZSEQ FAULT
X=10059;#10059_RESERVE ZZSEQ FAULT
X=1870;#1870_R R AREL AREA RELEASED
X=4301;#4301_CYCLE NICO
X=3101;#3101_RESERVE ZZSEQ FAULT
X=3107;#3107_ZZSEQ FWAITSTEPSTART HOME CYCLE STEP BY STEP
X=10139;#10139_R R BNOK BATTERY
X=3112;#3112_TESTRUN SELECT TEST WITH A PART
X=10142;#10142_RESERVE ZZSEQ FAULT
X=10127;#10127_RESERVE ZZSEQ FAULT
X=9972;#9972_RESERVE ZZSEQ FAULT
X=10133;#10133_RESERVE ZZSEQ FAULT
X=10140;#10140_R R BNOK BATTERY
X=9906;#9906_R RVZ WITHOUT WELDING
X=3114;#3114_RESERVE ZZSEQ FAULT
X=10134;#10134_RESERVE ZZSEQ FAULT
X=10143;#10143_RESERVE ZZSEQ FAULT
X=3132;#3132_RESERVE ZZSEQ FAULT
X=10144;#10144_X U HISPDLATCH HIGH SPEED
X=3113;#3113_TESTRUN SELECT TEST WITH A PART
X=3105;#3105_ZZSEQ FSEQCLEAR SEQUENCE EMPTY
X=10132;#10132_RESERVE ZZSEQ FAULT
X=1391;#1391_RESERVE ZZSEQ FAULT
X=2365;#2365_R TREQ TOOL R RELEASED
X=10128;#10128_RESERVE ZZSEQ FAULT
X=10141;#10141_R R BNOK BATTERY
X=3151;#3151_SB PS LOW PRESSURE LINE
X=7469;#7469_BPS DEVICE B AR OK
X=1261;#1261_RESERVE ZZSEQ FAULT
X=10138;#10138_R R BNOK BATTERY
X=3141;#3141_R R BNOK BATTERY
X=1252;#1252_RESERVE ZZSEQ FAULT
X=772;#772_RESERVE ZZSEQ FAULT
X=7088;#7088_RESERVE ZZSEQ FAULT
X=10202;#10202_STN TOOL TRAY R
X=10203;#10203_FAULT
X=9973;#9973_ZZROBOTTSALL TOOLSELECT R ROBOTT TOOL IN SELECTED
X=1376;#1376_RESERVE ZZSEQ FAULT
X=10060;#10060_RESERVE ZZSEQ FAULT
X=10306;#10306_SPARE
X=7165;#7165_THE S EMERGENCY STOP PORTAO
X=1226;#1226_RESERVE ZZSEQ FAULT
X=2437;#2437_R TREQ TOOL R RELEASED
X=1648;#1648_RESERVE ZZSEQ FAULT
X=8660;#8660_RESERVE ZZSEQ FAULT
X=10301;#10301_LOOKS R R R POSITION IN HOME PROGRAM REQUESTED
X=3192;#3192_RESERVE ZZSEQ FAULT
X=10307;#10307_SPARE
X=2802;#2802_R RVZ CALIPER TEMPERATURE EXCEEDED
X=1368;#1368_RESERVE ZZSEQ FAULT
X=2812;#2812_W S R RVZ WATER FLOW
X=1649;#1649_RESERVE ZZSEQ FAULT
X=3191;#3191_RESERVE ZZSEQ FAULT
X=7332;#7332_THE K DRIVE ENABLES THE STA
X=1647;#1647_RESERVE ZZSEQ FAULT
X=1392;#1392_RESERVE ZZSEQ FAULT
X=7771;#7771_RESERVE ZZSEQ FAULT
X=1662;#1662_RESERVE ZZSEQ FAULT
X=10368;#10368_SPARE
X=3194;#3194_RESERVE ZZSEQ FAULT
X=3303;#3303_MODEL CHECKING
X=10365;#10365_ENABLE AREA
X=10364;#10364_ENABLE COMPLETE WELDING
X=1287;#1287_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=9975;#9975_RESERVE ZZSEQ FAULT
X=3197;#3197_RESERVE ZZSEQ FAULT
X=1665;#1665_RESERVE ZZSEQ FAULT
X=2658;#2658_R SERVP R MAINTENANCE POSITION
X=1677;#1677_RESERVE ZZSEQ FAULT
X=1657;#1657_RESERVE ZZSEQ FAULT
X=1650;#1650_RESERVE ZZSEQ FAULT
X=10370;#10370_SPARE
X=1675;#1675_RESERVE ZZSEQ FAULT
X=1669;#1669_RESERVE ZZSEQ FAULT
X=1660;#1660_RESERVE ZZSEQ FAULT
X=1800;#1800_RESERVE ZZSEQ FAULT
X=10366;#10366_B EST PECA WAITING GET READY TO RESET SIGNAL PECA WELDED
X=10369;#10369_SPARE
X=3203;#3203_FAULT
X=1666;#1666_RESERVE ZZSEQ FAULT
X=1243;#1243_RESERVE ZZSEQ FAULT
X=1664;#1664_RESERVE ZZSEQ FAULT
X=1673;#1673_RESERVE ZZSEQ FAULT
X=1654;#1654_RESERVE ZZSEQ FAULT
X=1661;#1661_RESERVE ZZSEQ FAULT
X=3199;#3199_ZZSEQ FMODEDISABLED ZENTRALER MODUS AUSGESCHALLTET
X=1651;#1651_RESERVE ZZSEQ FAULT
X=1678;#1678_RESERVE ZZSEQ FAULT
X=1679;#1679_RESERVE ZZSEQ FAULT
X=980;#980_RESERVE ZZSEQ FAULT
X=3198;#3198_RESERVE ZZSEQ FAULT
X=1291;#1291_RESERVE ZZSEQ FAULT
X=1652;#1652_RESERVE ZZSEQ FAULT
X=1672;#1672_RESERVE ZZSEQ FAULT
X=3195;#3195_RESERVE ZZSEQ FAULT
X=1663;#1663_RESERVE ZZSEQ FAULT
X=1653;#1653_RESERVE ZZSEQ FAULT
X=858;#858_RESERVE ZZSEQ FAULT
X=3305;#3305_SPARE
X=5169;#5169_FAULT
X=1667;#1667_RESERVE ZZSEQ FAULT
X=1658;#1658_RESERVE ZZSEQ FAULT
X=3202;#3202_STN TOOL TRAY R
X=1668;#1668_RESERVE ZZSEQ FAULT
X=3193;#3193_RESERVE ZZSEQ FAULT
X=10371;#10371_SPARE
X=7450;#7450_RESERVE ZZSEQ FAULT
X=1256;#1256_RESERVE ZZSEQ FAULT
X=2249;#2249_R R AREL AREA RELEASED
X=960;#960_R PULLTIP ACTIVE PULL ACTIVE TIP ROBOT R
X=3201;#3201_FAULT
X=7166;#7166_THE S EMERGENCY STOP PORTAO
X=1443;#1443_RESERVE ZZSEQ FAULT
X=8667;#8667_RESERVE ZZSEQ FAULT
X=7228;#7228_THE S THE SECURITY GATE CLOSED
X=3301;#3301_LOOKS R R R POSITION IN HOME PROGRAM REQUESTED
X=9995;#9995_RESERVE ZZSEQ FAULT
X=7867;#7867_RESERVE ZZSEQ FAULT
X=2808;#2808_W S R RVZ WATER FLOW
X=3302;#3302_SPARE
X=1683;#1683_RESERVE ZZSEQ FAULT
X=3314;#3314_SPARE
X=7189;#7189_RESERVE ZZSEQ FAULT
X=1695;#1695_RESERVE ZZSEQ FAULT
X=10402;#10402_WELDING
X=3309;#3309_SPARE
X=1686;#1686_RESERVE ZZSEQ FAULT
X=1689;#1689_RESERVE ZZSEQ FAULT
X=3304;#3304_SPARE
X=1310;#1310_RESERVE ZZSEQ FAULT
X=1691;#1691_RESERVE ZZSEQ FAULT
X=1680;#1680_RESERVE ZZSEQ FAULT
X=1688;#1688_RESERVE ZZSEQ FAULT
X=1690;#1690_RESERVE ZZSEQ FAULT
X=1696;#1696_RESERVE ZZSEQ FAULT
X=3310;#3310_SPARE
X=1684;#1684_RESERVE ZZSEQ FAULT
X=3313;#3313_SPARE
X=1692;#1692_RESERVE ZZSEQ FAULT
X=1173;#1173_RESERVE ZZSEQ FAULT
X=1289;#1289_RESERVE ZZSEQ FAULT
X=3307;#3307_SPARE
X=3317;#3317_SPARE
X=2347;#2347_R TREQ TOOL R RELEASED
X=1693;#1693_RESERVE ZZSEQ FAULT
X=1681;#1681_RESERVE ZZSEQ FAULT
X=3312;#3312_SPARE
X=1694;#1694_RESERVE ZZSEQ FAULT
X=3318;#3318_SPARE
X=1687;#1687_RESERVE ZZSEQ FAULT
X=1853;#1853_RESERVE ZZSEQ FAULT
X=1945;#1945_R R DRIVES DRIVE
X=3311;#3311_SPARE
X=3315;#3315_SPARE
X=3306;#3306_SPARE
X=2318;#2318_R TREQ TOOL R RELEASED
X=1685;#1685_RESERVE ZZSEQ FAULT
X=1682;#1682_RESERVE ZZSEQ FAULT
X=1884;#1884_RESERVE ZZSEQ FAULT
X=2317;#2317_R TREQ TOOL R RELEASED
X=1939;#1939_R R ON PATH PATH
X=7835;#7835_RESERVE ZZSEQ FAULT
X=2350;#2350_R TREQ TOOL R RELEASED
X=2322;#2322_R TREQ TOOL R RELEASED
X=7973;#7973_RESERVE ZZSEQ FAULT
X=1861;#1861_R R AREL AREA RELEASED
X=1706;#1706_RESERVE ZZSEQ FAULT
X=2192;#2192_R R AREL AREA RELEASED
X=2177;#2177_R R AREL AREA RELEASED
X=2328;#2328_R TREQ TOOL R RELEASED
X=7939;#7939_RESERVE ZZSEQ FAULT
X=1175;#1175_RESERVE ZZSEQ FAULT
X=2319;#2319_R TREQ TOOL R RELEASED
X=7947;#7947_RESERVE ZZSEQ FAULT
X=7966;#7966_RESERVE ZZSEQ FAULT
X=2148;#2148_R R AREL AREA RELEASED
X=1886;#1886_RESERVE ZZSEQ FAULT
X=1929;#1929_R R AUTO AUTOMATIC MODE
X=1703;#1703_RESERVE ZZSEQ FAULT
X=2023;#2023_PREQ R R PROGRAM NUMBER REQUIRED
X=3320;#3320_VERIFY CONDITION OF HANDLING THE TABLE A
X=2194;#2194_R R AREL AREA RELEASED
X=2191;#2191_R R AREL AREA RELEASED
X=1415;#1415_RESERVE ZZSEQ FAULT
X=3324;#3324_SPARE
X=1707;#1707_RESERVE ZZSEQ FAULT
X=2153;#2153_R R AREL AREA RELEASED
X=1843;#1843_RESERVE ZZSEQ FAULT
X=1699;#1699_RESERVE ZZSEQ FAULT
X=1708;#1708_RESERVE ZZSEQ FAULT
X=2146;#2146_R R AREL AREA RELEASED
X=2197;#2197_R R AREL AREA RELEASED
X=2373;#2373_R TREQ TOOL R RELEASED
X=1994;#1994_R R HOMEP HOME POSITION
X=2150;#2150_R R AREL AREA RELEASED
X=1984;#1984_R R RUN PROGRAM RUNNING
X=1697;#1697_RESERVE ZZSEQ FAULT
X=1943;#1943_R R DRIVES DRIVE
X=2190;#2190_R R AREL AREA RELEASED
X=2341;#2341_R TREQ TOOL R RELEASED
X=2253;#2253_R R AREL AREA RELEASED
X=1856;#1856_R R AREL AREA RELEASED
X=1942;#1942_R R DRIVES DRIVE
X=7949;#7949_RESERVE ZZSEQ FAULT
X=2335;#2335_RESERVE ZZSEQ FAULT
X=3322;#3322_THE FIXT MOVE TO WORK POS
X=1948;#1948_R R DRIVES DRIVE
X=7944;#7944_RESERVE ZZSEQ FAULT
X=1839;#1839_RESERVE ZZSEQ FAULT
X=1936;#1936_R R ON PATH PATH
X=3326;#3326_SEND ENABLE AND CHECKING TOOL READY TO WELD B
X=2258;#2258_R R AREL AREA RELEASED
X=1381;#1381_RESERVE ZZSEQ FAULT
X=1410;#1410_RESERVE ZZSEQ FAULT
X=2333;#2333_R TREQ TOOL R RELEASED
X=7974;#7974_RESERVE ZZSEQ FAULT
X=1370;#1370_RESERVE ZZSEQ FAULT
X=2311;#2311_R TREQ TOOL R RELEASED
X=2174;#2174_RESERVE ZZSEQ FAULT
X=2331;#2331_R TREQ TOOL R RELEASED
X=1834;#1834_RESERVE ZZSEQ FAULT
X=4053;#4053_ROBOT
X=1709;#1709_RESERVE ZZSEQ FAULT
X=7442;#7442_RESERVE ZZSEQ FAULT
X=1075;#1075_RESERVE ZZSEQ FAULT
X=12090;#12090_TOOL TRAY
X=1949;#1949_R R DRIVES DRIVE
X=4054;#4054_ROBOT
X=2353;#2353_R TREQ TOOL R RELEASED
X=12092;#12092_FAULT
X=4064;#4064_ROBOTT
X=2315;#2315_R TREQ TOOL R RELEASED
X=2329;#2329_R TREQ TOOL R RELEASED
X=1369;#1369_RESERVE ZZSEQ FAULT
X=2260;#2260_R R AREL AREA RELEASED
X=2334;#2334_RESERVE ZZSEQ FAULT
X=2030;#2030_PREQ R R PROGRAM NUMBER REQUIRED
X=5016;#5016_FAULT
X=3327;#3327_SPARE
X=9977;#9977_ZZSEQ INPOS STN PECA THIS
X=3385;#3385_SPARE
X=12093;#12093_FAULT
X=5031;#5031_FAULT
X=3392;#3392_SPARE
X=1103;#1103_RESERVE ZZSEQ FAULT
X=3161;#3161_RESERVE ZZSEQ FAULT
X=7148;#7148_XXR LES CHANNEL EMERGENCY STOP ROBOT
X=12096;#12096_FAULT
X=3403;#3403_RESET COUNTER MILLING
X=5023;#5023_WITH NO R
X=2621;#2621_R R JRDY WORK READY
X=12106;#12106_FAULT
X=12115;#12115_FAULT
X=12095;#12095_FAULT
X=1168;#1168_RESERVE ZZSEQ FAULT
X=12103;#12103_FAULT
X=12108;#12108_FAULT
X=12102;#12102_FAULT
X=1367;#1367_RESERVE ZZSEQ FAULT
X=10082;#10082_ZZSEQ RELEASE TOOL RELEASED TO MOVE B
X=1357;#1357_RESERVE ZZSEQ FAULT
X=1406;#1406_RESERVE ZZSEQ FAULT
X=1257;#1257_RESERVE ZZSEQ FAULT
X=2431;#2431_RESERVE ZZSEQ FAULT
X=12104;#12104_FAULT
X=12094;#12094_FAULT
X=12097;#12097_FAULT
X=12109;#12109_FAULT
X=12101;#12101_FAULT
X=12114;#12114_FAULT
X=12117;#12117_FAULT
X=12099;#12099_FAULT
X=12107;#12107_FAULT
X=12098;#12098_FAULT
X=10094;#10094_RESERVE ZZSEQ FAULT
X=9955;#9955_RESERVE ZZSEQ FAULT
X=1401;#1401_RESERVE ZZSEQ FAULT
X=12110;#12110_FAULT
X=5036;#5036_FAULT
X=12126;#12126_FAULT
X=12100;#12100_FAULT
X=12113;#12113_FAULT
X=12124;#12124_FAULT
X=1177;#1177_RESERVE ZZSEQ FAULT
X=12125;#12125_FAULT
X=12105;#12105_FAULT
X=4291;#4291_AR
X=9976;#9976_ZZSEQ INPOS STN WITHOUT PECA
X=1365;#1365_RESERVE ZZSEQ FAULT
X=1397;#1397_RESERVE ZZSEQ FAULT
X=9985;#9985_RESERVE ZZSEQ FAULT
X=5192;#5192_FAULT
X=9659;#9659_R SERVP R MAINTENANCE POSITION
X=5185;#5185_FAULT
X=9991;#9991_RESERVE ZZSEQ FAULT
X=5195;#5195_FAULT
X=5270;#5270_FAULT
X=12112;#12112_FAULT
X=5218;#5218_FAULT
X=5180;#5180_FAULT
X=5220;#5220_FAULT
X=5179;#5179_FAULT
X=5189;#5189_FAULT
X=12128;#12128_FAULT
X=12111;#12111_FAULT
X=1209;#1209_RESERVE ZZSEQ FAULT
X=5184;#5184_FAULT
X=8622;#8622_RESERVE ZZSEQ FAULT
X=899;#899_RESERVE ZZSEQ FAULT
X=5222;#5222_FAULT
X=8250;#8250_RESERVE ZZSEQ FAULT
X=2110;#2110_RESERVE ZZSEQ FAULT
X=5221;#5221_FAULT
X=1322;#1322_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=9957;#9957_RESERVE ZZSEQ FAULT
X=1414;#1414_RESERVE ZZSEQ FAULT
X=5183;#5183_FAULT
X=9904;#9904_R RVZ WITHOUT WELDING
X=2115;#2115_R R AREL AREA RELEASED
X=9951;#9951_W CHG REPLACEMENT ELECTRODE
X=5181;#5181_FAULT
X=2114;#2114_R R AREL AREA RELEASED
